id,"title","image_url","director","detail","open_date","created_at","updated_at"
64,"アタック・ナンバーハーフ・デラックス","http://image.eiga.k-img.com/images/movie/84194/poster2/200.jpg?1453791778","ポット・パセート","オカマたちが結成したバレーボールチームの奮闘を描き、日本でも話題を集めたタイ製スポ根コメディ「アタック・ナンバーハーフ」シリーズの第3弾。バレーボール界の頂点を目指すビー監督の呼びかけで、教え子であるジュンやキャプテンのムイ、問題児カントーク、マッチョなヌなど、ひと癖もふた癖もある選手たちが集められた。それぞれ胸に熱い情熱を秘めたジュンらは、予選大会を突き進んでいくが、予想外の危機に直面する。「メモリー　君といた場所」など俳優としても活躍する人気歌手フィルムことラッタプーン・トーコンサップをはじめ、タイのイケメンスターたちがド派手なコスチュームに身を包み、乙女チックな恋愛やダンス、歌に挑む。","2016年4月30日","2017-02-20 09:42:29","2017-02-20 09:42:29"
65,"永遠のヨギー　ヨガをめぐる奇跡の旅","http://image.eiga.k-img.com/images/movie/84234/poster2/200.jpg?1456970052","パオラ・デ・フロリオ","ザ・ビートルズやスティーブ・ジョブズら多くの著名人に影響を与えたとされるヨガの伝道師パラマハンサ・ヨガナンダの生涯に迫ったドキュメンタリー。1920年代にヨガと瞑想の奥義を世界に伝え、「西洋ヨガの父」と呼ばれるようになったヨガナンダ。自身の悟りへの探求をつづった著書「あるヨギの自叙伝」は多くのヨガ修練者たちの経典になるとともに、世界中の人々の座右の書となった。ヨガナンダに関する資料に基づいて創作されたストーリーを中心に、ヨガナンダ自身の貴重な映像やジョージ・ハリソンら著名人による証言やエピソードを交えながら、その人生と教えを紐解いていく。「世界にひとつのプレイブック」などの俳優アヌパム・カーがナレーションを担当。","2016年4月30日","2017-02-20 09:42:29","2017-02-20 09:42:29"
66,"華魂　幻影","http://image.eiga.k-img.com/images/movie/84063/poster2/200.jpg?1456883201","佐藤寿保","「ピンク四天王」の1人に数えられる佐藤寿保監督による「華魂」シリーズの第2作。「さよなら渓谷」の大西信満を主演に迎え、閉館間近の映画館で繰り広げられるカオスで不条理な世界を描く。閉館を目前に控えた映画館で映写技師を務める沢村は、ある日、スクリーンに映るはずのない黒ずくめの少女を見る。上映後にフィルムをチェックしても、少女の姿はどこにも映っていない。やがて、沢村は上映後の客席にその少女がいるのを見つけ映写控え室にかくまうが、彼女はいつの間にかいなくなってしまう。少女を探しに映画館を出た沢村はその幻影に導かれるように川原にたどり着き、失われた記憶をよみがえらせていく。前作に続き「苦役列車」のいまおかしんじが脚本を、NHK連続テレビ小説「あまちゃん」の大友良英が音楽を担当。","2016年4月30日","2017-02-20 09:42:30","2017-02-20 09:42:30"
67,"マンガをはみだした男　赤塚不二夫","http://image.eiga.k-img.com/images/movie/84233/poster2/200.jpg?1458701456","冨永昌敬","「天才バカボン」「おそ松くん」「ひみつのアッコちゃん」など、数々の作品を世に送り出し、2008年に72歳でこの世を去った国民的マンガ家・赤塚不二夫の生誕80周年を記念したドキュメンタリー。作品以上に破天荒で知られた赤塚の人生を、アニメーションを軸に、本人の肉声や赤塚を知るさまざまな関係者の証言、秘蔵写真、プライベート映像などで再構築した。監督は「ローリング」の冨永昌敬。エンディング曲のボーカルをタモリが務める。","2016年4月30日","2017-02-20 09:42:30","2017-02-20 09:42:30"
68,"シビル・ウォー　キャプテン・アメリカ","http://image.eiga.k-img.com/images/movie/83467/poster2/200.jpg?1458788922","アンソニー・ルッソ","マーベルコミック原作「キャプテン・アメリカ」シリーズの第3作。マーベルヒーローが集結した「アベンジャーズ　エイジ・オブ・ウルトロン」後の物語となり、キャプテン・アメリカとアイアンマンという「アベンジャーズ」を代表する2人のヒーローの対立を描く。人類の平和を守るアベンジャーズは戦いは全世界へと広がるが、その人的・物的被害大きさから、アベンジャーズは国際的な政府組織の管理下に置かれ、無許可での活動を禁じられる。一般市民を危機にさらしてしまったことへの自責の念から、アイアンマンはその指示に従うが、「自らの行動は自らの責任で持つべき」という持論のキャプテン・アメリカは反発。2人の意見はすれ違い、一色触発の緊張感が高まっていく。キャプテン・アメリカ、アイアンマンらおなじみのアベンジャーズの面々に、アントマンやブラックパンサー、そしてスパイダーマンと新たなヒーローも続々参戦。","2016年4月29日","2017-02-20 09:42:31","2017-02-20 09:42:31"
69,"テラフォーマーズ","http://image.eiga.k-img.com/images/movie/81834/poster2/200.jpg?1454919076","三池崇史","火星で人型に進化したゴキブリ「テラフォーマー」と人類の壮絶な戦いを描いた大ヒットコミックを、鬼才・三池崇史監督のメガホンにより実写映画化。主演を「悪の教典」でも三池監督とタッグを組んだ伊藤英明が務め、武井咲、山下智久、山田孝之、小栗旬ら豪華キャストが集った。2599年、人口増加による貧富の差が激しくなる日本では、新たな居住地開拓のために「火星地球化（テラフォーミング）計画」が始まっていた。しかし、火星の気温を上げるためにコケとともに放たれたゴキブリが異常進化してしまう。そのゴキブリたちを駆除するため、15人の日本人が火星に送り込まれるが……。","2016年4月29日","2017-02-20 09:42:31","2017-02-20 09:42:31"
70,"ちはやふる　下の句","http://image.eiga.k-img.com/images/movie/82380/poster2/200.jpg?1458623324","小泉徳宏","広瀬すず主演で末次由紀の大ヒットコミックを実写映画化した「ちはやふる」2部作の後編。主人公・綾瀬千早と幼なじみの真島太一、綿谷新の3人を中心に、それぞれの思いを胸に競技かるたに打ち込み、全国大会を目指す高校生たちの青春を描く。キャストには、千早役の広瀬のほか、太一役に野村周平、新役に真剣佑とフレッシュな若手が集結。千早や太一と同じ瑞沢高校競技かるた部の仲間で、上白石萌音、森永悠希、矢本悠馬、競技かるた界の強豪で清水尋也、松岡茉優らが共演している。監督・脚本は「タイヨウのうた」「カノジョは嘘を愛しすぎてる」の小泉徳宏。","2016年4月29日","2017-02-20 09:42:31","2017-02-20 09:42:31"
71,"追憶の森","http://image.eiga.k-img.com/images/movie/82197/poster2/200.jpg?1453086277","ガス・バン・サント","「グッド・ウィル・ハンティング　旅立ち」のガス・バン・サント監督が、自殺の名所として知られる日本の青木ヶ原樹海を舞台に、マシュー・マコノヒー＆渡辺謙共演で描いたミステリードラマ。自殺するために青木ヶ原へやって来たアメリカ人男性が、そこで出会った日本人男性との交流を通じて再生していく姿を描く。人生に絶望して自殺を決意したアーサーは、富士山麓に広がる青木ヶ原樹海を訪れる。磁石が狂い携帯電話も通じない森の中で、出口を求めてさまよう日本人男性タクミと遭遇したアーサーは、怪我を負っているタクミを放っておけず一緒に出口を探すことに。過酷な状況に立たされる中、アーサーは運命共同体となったタクミに次第に心を開いていく。やがてアーサーは、自分が死を決意するきっかけとなったある出来事について語りはじめる。アーサーの妻役に「21グラム」のナオミ・ワッツ。","2016年4月29日","2017-02-20 09:42:32","2017-02-20 09:42:32"
72,"スキャナー　記憶のカケラをよむ男","http://image.eiga.k-img.com/images/movie/82575/poster2/200.jpg?1454064952","金子修介","狂言師の野村萬斎が初めて現代劇に挑戦した主演作。「ALWAYS 三丁目の夕日」「探偵はBARにいる」などで知られる人気脚本家・古沢良太によるオリジナル作品で、物や場所に残った人間の記憶や感情＝「残留思念」を読み取ることができる特殊能力をもった元お笑い芸人の主人公・仙石和彦が、元相方とともに事件に挑む姿を描く。残留思念を読み取る能力を使ったネタで世間を沸かせたものの、その結果として神経をすり減らした仙石は芸能界を引退し、静かな生活を送っていた。そんな折、女子高生ピアニストの亜美から、行方不明になった音楽教師の雪絵を「マイティーズ」に探してほしいという依頼が舞い込む。当初は渋った仙石だったが、元相方のマイティ丸山とともに事件の謎を追い始める。丸山役には宮迫博之（雨上がり決死隊）が扮し、杉咲花、木村文乃、安田章大（関ジャニ∞）らが共演。","2016年4月29日","2017-02-20 09:42:32","2017-02-20 09:42:32"
73,"ノーマ、世界を変える料理","http://image.eiga.k-img.com/images/movie/83303/poster2/200.jpg?1456797302","ピエール・デュシャン","独創的な料理の数々で世界から注目を集めるデンマーク、コペンハーゲンの人気レストラン「NOMA（ノーマ）」のオーナーシェフ、レネ・レゼピを追ったドキュメンタリー。英レストラン誌が選出する「世界ベストレストラン50」で3年連続1位に輝いたものの、2013年に第2位に転落した同店が、2014年に第1位に返り咲くまでの4年間に密着。オーナーシェフとしてのレゼピの葛藤をあぶり出していくとともに、北欧料理を世界に広めた彼ならではのオリジナリティや、現代のシェフのイメージそのものを変えたカリスマ性の秘密を探る。第63回サン・セバスチャン国際映画祭キュリナリー・シネマ部門の最優秀作品賞「TOKYO GOHAN AWARD」を受賞した。","2016年4月29日","2017-02-20 09:42:32","2017-02-20 09:42:32"
74,"ズートピア","http://image.eiga.k-img.com/images/movie/81260/poster2/200.jpg?1453345972","バイロン・ハワード","動物たちが高度な文明社会を築いた世界「ズートピア」を舞台に、ウサギの女の子ジュディが夢をかなえるために奮闘する姿を描いたディズニーアニメーション。監督は「塔の上のラプンツェル」のバイロン・ハワードと「シュガー・ラッシュ」のリッチ・ムーア。どんな動物も快適な暮らしができる環境が整えられた世界。各々の動物たちには決められた役割があり、農場でニンジン作りに従事するのがウサギの務めだったが、ウサギの女の子ジュディは、サイやゾウ、カバといった大きくて強い動物だけがなれる警察官に憧れていた。警察学校をトップの成績で卒業し、史上初のウサギの警察官として希望に胸を膨らませて大都会ズートピアにやってきたジュディだったが、スイギュウの署長ボゴは、そんなジュディの能力を認めてくれない。なんとかして認められようと奮闘するジュディは、キツネの詐欺師ニックと出会い、ひょんなことからニックとともにカワウソの行方不明事件を追うことになるのだが……。","2016年4月23日","2017-02-20 09:42:33","2017-02-20 09:42:33"
75,"アイアムアヒーロー","http://image.eiga.k-img.com/images/movie/80485/poster2/200.jpg?1451277547","佐藤信介","花沢健吾のベストセラーコミックを、大泉洋主演で実写映画化したパニックホラー。冴えない漫画家アシスタントの主人公・鈴木英雄が、謎のウィルスによって「ZQN（ゾキュン）」と呼ばれるゾンビと化した人々に襲われ、逃亡の道中で出会った女子高生の比呂美と、元看護師の藪とともに不器用に戦いながらも、必死でサバイバルしていく姿を描く。主人公・英雄を演じる大泉と、歯のない赤ん坊ZQNにかまれ、人間に危害を加えない半ZQN状態になるヒロイン・比呂美役の有村架純、大胆な行動力でZQNに立ち向かう藪役の長澤まさみが共演。「GANTZ」「図書館戦争」シリーズを手がける佐藤信介監督がメガホンをとった。","2016年4月23日","2017-02-20 09:42:33","2017-02-20 09:42:33"
76,"アイヒマン・ショー　歴史を映した男たち","http://image.eiga.k-img.com/images/movie/82025/poster2/200.jpg?1453114507","ポール・アンドリュー・ウィリアムズ","ナチスドイツによるホロコーストの実態を全世界に伝えるために奔走したテレビマンたちの実話を、テレビドラマ「SHERLOCK シャーロック」のワトソン役で知られるマーティン・フリーマン主演により映画化。1961年に開廷した、元ナチス親衛隊将校アドルフ・アイヒマンの裁判。ナチスのユダヤ人たちに対する蛮行の数々とはどういうものだったのか、法廷で生存者たちから語られる証言は、ホロコーストの実態を明らかにする絶好の機会だった。テレビプロデューサーのミルトン・フルックマンとドキュメンタリー監督レオ・フルビッツは、真実を全世界に知らせるために、この「世紀の裁判」を撮影し、その映像を世界へ届けるという一大プロジェクトを計画する。プロデューサー役をフリーマン、ドキュメンタリー監督役をテレビシリーズ「WITHOUT A TRACE FBI 失踪者を追え！」のアンソニー・ラパリアがそれぞれ演じる。監督は「アンコール!!」のポール・アンドリュー・ウィリアムズ。","2016年4月23日","2017-02-20 09:42:34","2017-02-20 09:42:34"
77,"劇場版　遊☆戯☆王 THE DARK SIDE OF DIMENSIONS","http://image.eiga.k-img.com/images/movie/81516/poster2/200.jpg?1449799784","桑原智","1996年に「週刊少年ジャンプ」で連載を開始した高橋和希による人気漫画「遊☆戯☆王」の20周年を記念して製作された劇場版。声の出演は風間俊介、津田健次郎ら、2000年から04年にかけて放送されたテレビアニメ版「遊☆戯☆王デュエルモンスターズ」のキャスト陣が集結し、謎の少年・藍神（あいがみ）役で俳優の林遣都が声優初挑戦。原作者の高橋が製作総指揮、脚本、キャラクターデザインも手がけた。「闇遊戯」というもうひとりの人格との戦いを経て、日常を取り戻したかに見えた武藤遊戯。しかし、そんな遊戯の前に謎めいた少年・藍神が現れ、世界中で謎の失踪事件が相次ぐ。","2016年4月23日","2017-02-20 09:42:34","2017-02-20 09:42:34"
78,"ずっと前から好きでした。　告白実行委員会","http://image.eiga.k-img.com/images/movie/82531/poster2/200.jpg?1458270255","柳沢テツヤ","ニコニコ動画やYouTubeなどの動画サイトで作品を発表し、関連動画総再生回数が1億回を超える人気クリエイターユニット「HoneyWorks」が原作の劇場用アニメーションで、同ユニットによる「告白予行練習」「初恋の絵本」「ヤキモチの答え」といった楽曲の世界観をもとに描かれる青春群像劇。桜丘高校3年生の榎本夏樹は、幼なじみの瀬戸口優に片思い中。素直になれない夏樹は、優を「告白の練習相手」だと言い、本当の気持ちを伝えられない。そんなある日、夏樹はクラスメイトの綾瀬恋雪からデートに誘われて……。","2016年4月23日","2017-02-20 09:42:34","2017-02-20 09:42:34"
79,"太陽","http://image.eiga.k-img.com/images/movie/81836/poster2/200.jpg?1457336029","入江悠","読売演劇大賞ほか多くの演劇賞を受賞している劇作家・演出家の前川知大率いる劇団「イキウメ」の同名舞台を、「SR サイタマノラッパー」シリーズなどを手がけた入江悠監督のメガホン、神木隆之介と門脇麦の主演により映画化。21世紀初頭、ウイルスによる人口激減から、なんとか生き残った人類は、心身ともに進化しながらも太陽の光に弱くなり夜しか生きられなくなった新人類「ノクス」と、ノクスに管理されながら貧しく生きる旧人類「キュリオ」という2つの階層に分かれて生活していた。ある日、村でノクスの駐在員をキュリオの男が惨殺する事件が起こった。この事件により、ノクスから経済制裁を受け、キュリオはますます貧しくなっていった。キュリオの貧しい村に生まれ、ノクス社会への憧れを隠さずに鬱屈した毎日を送る鉄彦役を神木が、鉄彦の幼なじみで、ノクスそのものへの反感を糧に村の復興を前向きに考える結役を門脇が、それぞれ演じている。","2016年4月23日","2017-02-20 09:42:35","2017-02-20 09:42:35"
80,"劇場版　響け！ユーフォニアム　北宇治高校吹奏楽部へようこそ","http://image.eiga.k-img.com/images/movie/83456/poster2/200.jpg?1456987080","石原立也","京都アニメーション制作で2015年4～6月に放送されたテレビアニメ「響け！ユーフォニアム」全13話を再編集した劇場版。原作は、吹奏楽に打ち込む高校生たちの青春を描いた武田綾乃による小説「響け！ユーフォニアム　北宇治高校吹奏楽部へようこそ」。中学時代に吹奏楽部でユーフォニアムを吹いていた黄前久美子は、京都府立北宇治高校に入学。かつては強豪とうたわれた北宇治高校の吹奏楽部も、いまは落ちぶれ、演奏はお世辞にもうまいとは言えない。クラスメイトの加藤葉月、川島緑輝に誘われて吹奏楽部の見学に行った久美子は、そこで中学時代の同級生・高坂麗奈の姿を見かける。葉月と緑輝は吹奏楽部への入部に興味を示すが、吹奏楽を続けることに今一歩踏み出せずにいる久美子には、麗奈とともに出場した中学時代のコンクールに苦い思い出があった。","2016年4月23日","2017-02-20 09:42:35","2017-02-20 09:42:35"
81,"フィフス・ウェイブ","http://image.eiga.k-img.com/images/movie/81295/poster2/200.jpg?1448588564","J・ブレイクソン","「キック・アス」「キャリー」の人気女優クロエ・グレース・モレッツが、地球外生命体の攻撃により人類が滅亡の危機に瀕した世界で、見えない敵と戦う孤独なヒロインを演じたSFミステリー。「アザーズ」と呼ばれる地球外知的生命体による4度の攻撃で、人類の99％が死滅した地球。生き残った女子高生キャシーは、離れ離れになった弟を救うため、さらわれた子どもたちが集められている基地へ向かう。アザーズはすでに人間に姿を変えて社会に紛れ込んでおり、誰が敵で誰が味方かもわからない。そんな状況のなか、旅の途中で出会ったある男性に助けられながら、キャシーは基地を目指すが……。「アリス・クリードの失踪」で注目されたJ・ブレイクソン監督がメガホンをとり、「スパイダーマン」シリーズのトビー・マグワイアがプロデューサーとして携わっている。","2016年4月23日","2017-02-20 09:43:12","2017-02-20 09:43:12"
82,"山河ノスタルジア","http://image.eiga.k-img.com/images/movie/82143/poster2/200.jpg?1454901058","ジャ・ジャンクー","「罪の手ざわり」で第66回カンヌ国際映画祭コンペティション部門脚本賞を受賞した中国の名匠ジャ・ジャンクーが、1人の女性と彼女に思いを寄せる2人の男の人生を1999年、2014年、2025年という3つの時代と社会を通して描く人間ドラマ。99年、山西省・汾陽（フェンヤン）の小学校教師タオは炭鉱で働くリャンと恋愛関係にあった。しかし、タオはリャンの友人で実業家のジンシェンからプロポーズを受け、ジンシェンと結婚。リャンは故郷の街を離れることとなる。タオとジンシェンの間には男の子が誕生し、子どもはダラーと名づけられた。14年、タオはジンシェンと離婚し、ひとり汾陽で暮らしていた。タオの父親の葬儀に出席するため、数年ぶりに戻ってきたダラーからジンシェンとともにオーストラリアに移住することを知らされる。25年、オーストラリアの地で中国語をほとんど話さない生活を送っていたダラーは、母親と同世代の中国語教師ミアと出会う。","2016年4月23日","2017-02-20 09:43:13","2017-02-20 09:43:13"
83,"サンセット・ストリップ　ロックンロールの生誕地","http://image.eiga.k-img.com/images/movie/84420/poster2/200.jpg?1456297944","ハンス・フェルスタッド","ハリウッドとビバリーヒルズを結ぶサンセット大通りの一角に位置し、「サンセット・ストリップ」と呼ばれるエリアに焦点をあてたドキュメンタリー。禁酒法が制定された1920年代に多くのナイトクラブやカジノが作られ、その隆盛がスタートした「サンセット・ストリップ」。ナイトクラブに数多くのミュージシャンが出演したことからロックゆかりの地としても知られるようになり、有名人が数多く住むハリウッドヒルズのふもとにあることから、ハリウッドセレブも集うストリートになっていった。アリス・クーパー、オジー・オズボーンといったミュージシャン、キアヌ・リーブス、ジョニー・デップ、シャロン・ストーンらハリウッド俳優など、この地に親しんだ著名人たちの証言とともに、サンセット・ストリップの歴史を振り返っていく。","2016年4月23日","2017-02-20 09:43:13","2017-02-20 09:43:13"
84,"花、香る歌","http://image.eiga.k-img.com/images/movie/84238/poster2/200.jpg?1454413427","イ・ジョンピル","韓国のアイドルグループ「miss A」のメンバーで、映画「建築学概論」への出演で「国民の初恋」と呼ばれる人気を獲得したスジが主演し、女人禁制とされた伝統芸能「パンソリ」で女性初の歌い手となった実在の人物チン・チェソンの波乱の人生を描いた。太鼓の伴奏に合わせて歌やセリフ、身振りで物語を語り伝える伝統芸能パンソリ。朝鮮王朝時代末期、母を亡くした少女チン・チェソンは、偶然知ったパンソリの物語のヒロインに自分の人生を重ね、深く感銘を受ける。パンソリの歌い手になりたいと決意したチェソンだったが、当時、パンソリを女性が歌うことは固く禁じられていた。それでも強い思いを抱くチェソンは、性別を偽り、パンソリの大家シン・ジェヒョの下で修業を積むが……。","2016年4月23日","2017-02-20 09:43:14","2017-02-20 09:43:14"
85,"緑はよみがえる","http://image.eiga.k-img.com/images/movie/81984/poster2/200.jpg?1453692376","エルマンノ・オルミ","「木靴の樹」「ポー川のひかり」の巨匠エルマンノ・オルミ監督が、第1次世界大戦開戦から100年にあたる2014年に平和を願って撮りあげた戦争ドラマ。1917年、冬。北イタリアの激戦地アジアーゴ高原では、オーストリア軍と対峙する前線のイタリア兵たちが、大雪で覆われた塹壕の中にこもっていた。飢えや病気で次々と倒れていく中、司令部から不条理な指令が下され、兵士たちは追いつめられていく。さらに、オーストリア軍の激しい攻撃が彼らを襲う。出演は「ジョルダーニ家の人々」「007 カジノ・ロワイヤル」のクラウディオ・サンタマリア、「明日、陽はふたたび」のニッコロ・センニ。「イタリア映画祭2015」で上映され、16年劇場公開。","2016年4月23日","2017-02-20 09:43:14","2017-02-20 09:43:14"
86,"レヴェナント　蘇えりし者","http://image.eiga.k-img.com/images/movie/82912/poster2/200.jpg?1458017165","アレハンドロ・ゴンサレス・イニャリトゥ","レオナルド・ディカプリオと「バードマン　あるいは（無知がもたらす予期せぬ奇跡）」で第87回アカデミー賞を受賞したアレハンドロ・ゴンサレス・イニャリトゥ監督が初タッグを組み、実話に基づくマイケル・パンクの小説を原作に、荒野にひとり取り残されたハンターの壮絶なサバイバルを描いたドラマ。主演のディカプリオとは「インセプション」でも共演したトム・ハーディが主人公の仇敵として出演し、音楽には坂本龍一も参加。撮影監督を「バードマン」に続きエマニュエル・ルベツキが務め、屋外の自然光のみでの撮影を敢行した。第88回アカデミー賞では作品賞、監督賞、主演男優賞など同年度最多の12部門にノミネートされ、ディカプリオが主演男優賞を受賞して自身初のオスカー像を手にしたほか、イニャリトゥ監督が前年の「バードマン」に続いて2年連続の監督賞を、撮影のルベツキも3年連続となる撮影賞を受賞した。狩猟中に熊に襲われ、瀕死の重傷を負ったハンターのヒュー・グラス。狩猟チームメンバーのジョン・フィッツジェラルドは、そんなグラスを足手まといだと置き去りにし、反抗したグラスの息子も殺してしまう。グラスは、フィッツジェラルドへの復讐心だけを糧に、厳しい大自然の中を生き延びていく。","2016年4月22日","2017-02-20 09:43:14","2017-02-20 09:43:14"
87,"名探偵コナン　純黒の悪夢（ナイトメア）","http://image.eiga.k-img.com/images/movie/83437/poster2/200.jpg?1453253911","静野孔文","人気アニメ「名探偵コナン」の劇場版20作目。原作でもいまだ明かされることのない「黒の組織」の内部に迫る物語が描かれる。ある夜、スパイが日本警察に侵入し、安室透率いる公安が駆け付け、車で逃走を図ったスパイと安室たちによるデッドヒートが繰り広げられる。一般車両を巻き込んだ大惨事になるかと思われたその瞬間、FBI赤井秀一のライフル弾によってスパイの車は撃ち抜かれ、道路の下へと転落していった。翌日、水族館へ遊びにきていたコナンは、ケガをして独りたたずむ女性を発見する。自分の名前もわからないほど記憶をなくしていた彼女は、「オッドアイ」と呼ばれる、左右の瞳の虹彩色が異なる目の持ち主だった。彼女の記憶が戻る手助けをすることにしたコナンたち。しかし、その一部始終を「黒の組織」のベルモットが監視していた。","2016年4月16日","2017-02-20 09:43:14","2017-02-20 09:43:14"
88,"映画クレヨンしんちゃん　爆睡！ユメミーワールド大突撃","http://image.eiga.k-img.com/images/movie/83436/poster2/200.jpg?1456484955","高橋渉","アニメ「クレヨンしんちゃん」の長編劇場版24作目。小説家、映画監督としても活躍する劇団ひとりがアニメ脚本に初挑戦し、「映画クレヨンしんちゃん　ガチンコ！逆襲のロボとーちゃん」も手がけた高橋渉監督と共同で脚本を執筆。夢の世界を舞台に繰り広げられる、しんのすけとカスカベ防衛隊の活躍を描く。突如現れた巨大な謎の生き物によって夢の世界にやってきたしんのすけたち。そこでは誰もが見たい夢を見ることができ、風間くんは政治家に、ネネちゃんはアイドルになるなど、皆が楽しい夢の時間を過ごす。しかし、その楽しい時間もつかの間、謎めいた転校生サキの出現により、人々は悪夢の世界に閉じ込められていく。","2016年4月16日","2017-02-20 09:43:15","2017-02-20 09:43:15"
89,"グランドフィナーレ","http://image.eiga.k-img.com/images/movie/83793/poster2/200.jpg?1453866761","パオロ・ソレンティーノ","アカデミー外国語映画賞に輝いた「グレート・ビューティー　追憶のローマ」やカンヌ国際映画祭審査員賞に受賞した「イル・ディーヴォ　魔王と呼ばれた男」などで知られるイタリアのパオロ・ソレンティーノ監督が、イギリスの名優マイケル・ケインを主演に迎え、アルプスの高級ホテルを舞台に、老境のイギリス人作曲家の再生を描いたドラマ。80歳を迎え、未来への希望もなく表舞台から退いた作曲家で指揮者のフレッドは、親友の映画監督ミックとアルプスの高級リゾートホテルにやってくる。そこで穏やかな日々を送っていたある日、エリザベス女王の使者という男が現れ、フレッドの代表作を女王のために披露してほしいと持ちかける。個人的なある理由から、その依頼を断ったフレッドだったが、ホテルに滞在する様々な人との出会いを通し、気持ちに変化が訪れる。","2016年4月16日","2017-02-20 09:43:15","2017-02-20 09:43:15"
90,"オマールの壁","http://image.eiga.k-img.com/images/movie/80031/poster2/200.jpg?1454385759","ハニ・アブ・アサド","「パラダイス・ナウ」のハニ・アブ・アサド監督が、緊張下にあるパレスチナの今を生き抜く若者たちの現実を、サスペンスフルに描く。第66回カンヌ映画祭ある視点部門審査員賞を受賞し、第86回アカデミー賞外国語映画賞にもノミネートされた。長きに渡る占領状態により、自由のない日々を送っているパレスチナの若者たち。パン職人のオマールは、監視塔からの銃弾を避けながら、分離壁の向こう側に住む恋人のもとへと通っていた。そんな日常を変えるため、オマールは仲間ともに立ち上がるが、イスラエル兵殺害容疑で捕えられ、秘密警察より拷問を受けることとなる。そこでオマールは、囚人として一生を終えるか、仲間を裏切りスパイになるかという究極ともいえる選択を迫られる。100％パレスチナの資本によって製作され、スタッフは全てパレスチナ人、撮影も全てパレスチナで行われた。","2016年4月16日","2017-02-20 09:43:16","2017-02-20 09:43:16"
91,"獣は月夜に夢を見る","http://image.eiga.k-img.com/images/movie/83896/poster2/200.jpg?1450930083","ヨナス・アレクサンダー・アーンビー","北欧の閉ざされた村を舞台に、決して抗えない秘密を抱える少女の恐ろしくも切ない愛の運命を、独特の世界観と映像美で描いたデンマーク発のミステリードラマ。デンマークの小さな村で両親と暮らす少女マリー。母はある病気を抱えていたが、父はそのことについて何も教えてくれない。ある日、マリーは職場で知り合った青年ダニエルと恋に落ちるが、時を同じくして身体に異変を感じるように。自分の身体や母の病気について調べはじめたマリーは、やがて驚くべき事実にたどり着く。主人公マリー役にはこれがデビュー作となる新人女優ソニア・ズー。共演にマッツ・ミケルセンの兄ラース・ミケルセン。「奇跡の海」「ダンサー・イン・ザ・ダーク」などラース・フォン・トリアー監督作で美術アシスタントを担当したヨナス・アレクサンダー・アーンビーが長編初監督を務めた。","2016年4月16日","2017-02-20 09:43:16","2017-02-20 09:43:16"
92,"地獄の黙示録","http://image.eiga.k-img.com/images/movie/45186/poster2/200.jpg?1456970798","フランシス・フォード・コッポラ","「ゴッドファーザー」シリーズで世界的成功を収めたフランシス・フォード・コッポラ監督が、1979年に発表した傑作戦争映画。ジョゼフ・コンラッドの小説「闇の奥」を原作に、舞台をベトナム戦争下のジャングルに移して戦争の狂気を描き、第32回カンヌ国際映画祭で最高賞パルムドールを受賞。過酷で困難を極めた撮影時のエピソードは伝説的であり、その過程はドキュメンタリー「ハート・オブ・ダークネス　コッポラの黙示録」（91）で描かれている。また、22年後の2001年には、コッポラ自らの再編集で未公開シーンを追加し、50分近く長い「地獄の黙示録　特別完全版」も製作・公開された。サイゴンのホテルに滞在していたアメリカ陸軍のウィラード大尉は、軍上層部からカーツ大佐の暗殺を命じられる。カーツ大佐は任務で訪れたカンボジアのジャングル奥地で勝手に自らの王国を築きあげ、軍から危険人物とみなされていた。ウィラード大尉は部下たちを連れ、哨戒艇で川をさかのぼってカーツ大佐の王国を目指すが、その途中で戦争がもたらした異様な光景を次々と目撃する。日本初公開は80年。2016年にデジタルリマスター版でリバイバル公開される。","2016年4月16日","2017-02-20 09:43:16","2017-02-20 09:43:16"
93,"ハロルドが笑う　その日まで","http://image.eiga.k-img.com/images/movie/83924/poster2/200.jpg?1454900417","グンナル・ビケネ","IKEA創業者の誘拐を決意した小さな家具店主が巻き起こす珍道中を描いた、ノルウェー製ヒューマンドラマ。ノルウェーの街で40年以上にわたって小さな家具店を営み、クオリティの高い家具にこだわり続けてきたハロルド。ところがある日、店の目の前に家具販売チェーンIKEAの北欧最大店舗がオープンし、ハロルドの店は閉店に追い込まれてしまう。さらに愛する妻まで失い、怒りを募らせたハロルドは、IKEAの創業者カンプラードへの復讐を決意。カンプラードを誘拐するためスウェーデンのエルムフルトを目指す。途中で知り合った孤独な少女エバも加わり、誘拐計画を実行に移すが……。主人公ハロルド役を演じるのは、ノルウェーを代表するベテラン俳優ビョルン・スンクェスト。","2016年4月16日","2017-02-20 09:43:16","2017-02-20 09:43:16"
